date,CO,year,month,day
2001-01-01,0.9984000007743421,2001,1,1
2001-01-02,0.709883972572115,2001,1,2
2001-01-03,0.8711858974077189,2001,1,3
2001-01-04,0.8488461539620915,2001,1,4
2001-01-05,1.1970673063650537,2001,1,5
2001-01-06,0.7566666652758917,2001,1,6
2001-01-07,0.7882211535022808,2001,1,7
2001-01-08,1.2575326941218465,2001,1,8
2001-01-09,1.3412980784972508,2001,1,9
2001-01-10,1.5312980759459045,2001,1,10
2001-01-11,1.021346152634718,2001,1,11
2001-01-12,1.2905602577954338,2001,1,12
2001-01-13,1.4514102564455988,2001,1,13
2001-01-14,1.7039102556613777,2001,1,14
2001-01-15,1.2652621766103385,2001,1,15
2001-01-16,0.9354326909479612,2001,1,16
2001-01-17,0.9671474340527008,2001,1,17
2001-01-18,0.9383391029058168,2001,1,18
2001-01-19,1.2403166655183602,2001,1,19
2001-01-20,1.6933974375088627,2001,1,20
2001-01-21,1.9339423060226135,2001,1,21
2001-01-22,1.7477230730786537,2001,1,22
2001-01-23,0.8872070508364301,2001,1,23
2001-01-24,0.7777564077942561,2001,1,24
2001-01-25,0.7151282050211031,2001,1,25
2001-01-26,0.8477403840217262,2001,1,26
2001-01-27,0.9742147437153528,2001,1,27
2001-01-28,0.5352884613108845,2001,1,28
2001-01-29,0.8975801283213047,2001,1,29
2001-01-30,1.9043108971359637,2001,1,30
2001-01-31,1.853766027551431,2001,1,31
2001-02-01,1.5342435941195642,2001,2,1
2001-02-02,1.9479326932714918,2001,2,2
2001-02-03,1.5932051277695558,2001,2,3
2001-02-04,1.030016023856707,2001,2,4
2001-02-05,1.1116826941217415,2001,2,5
2001-02-06,0.8199038449137542,2001,2,6
2001-02-07,0.8422756386705889,2001,2,7
2001-02-08,0.86014422816702,2001,2,8
2001-02-09,0.9432705116787782,2001,2,9
2001-02-10,1.0673076892032836,2001,2,10
2001-02-11,2.1262019264440126,2001,2,11
2001-02-12,1.8760987182037951,2001,2,12
2001-02-13,1.6058769244490527,2001,2,13
2001-02-14,0.920272436324292,2001,2,14
2001-02-15,0.752756409958984,2001,2,15
2001-02-16,0.9184294855162406,2001,2,16
2001-02-17,1.167756406781383,2001,2,17
2001-02-18,1.0878044858288307,2001,2,18
2001-02-19,0.856874999912599,2001,2,19
2001-02-20,1.4869391050858376,2001,2,20
2001-02-21,1.7985096163331316,2001,2,21
2001-02-22,2.248814105987549,2001,2,22
2001-02-23,1.970448714036208,2001,2,23
2001-02-24,0.9247032052842088,2001,2,24
2001-02-25,0.556522435365388,2001,2,25
2001-02-26,0.9707211505036609,2001,2,26
2001-02-27,0.7266192301258875,2001,2,27
2001-02-28,0.7472185890476865,2001,2,28
2001-03-01,1.1603544848751373,2001,3,1
2001-03-02,0.9386166653906306,2001,3,2
2001-03-03,0.6576499989628791,2001,3,3
2001-03-04,0.7406333319966992,2001,3,4
2001-03-05,0.9276333341995876,2001,3,5
2001-03-06,0.9283695038310409,2001,3,6
2001-03-07,0.9595166651407877,2001,3,7
2001-03-08,0.6624722228344117,2001,3,8
2001-03-09,0.6942243043147028,2001,3,9
2001-03-10,0.6181874988921401,2001,3,10
2001-03-11,0.725432516872019,2001,3,11
2001-03-12,1.0756180548326422,2001,3,12
2001-03-13,0.7614000003319233,2001,3,13
2001-03-14,1.2252666653941076,2001,3,14
2001-03-15,1.1994999999739229,2001,3,15
2001-03-16,0.8374562472048113,2001,3,16
2001-03-17,0.6403833314155539,2001,3,17
2001-03-18,0.6155499986807506,2001,3,18
2001-03-19,0.7993629220399807,2001,3,19
2001-03-20,0.8406076381603876,2001,3,20
2001-03-21,0.6596527770549679,2001,3,21
2001-03-22,0.9930034710689344,2001,3,22
2001-03-23,1.4875694427173585,2001,3,23
2001-03-24,0.6072569427520244,2001,3,24
2001-03-25,0.5369565221818461,2001,3,25
2001-03-26,0.8251562484591785,2001,3,26
2001-03-27,0.8402083333478205,2001,3,27
2001-03-28,0.7242534720701062,2001,3,28
2001-03-29,0.6151909713840319,2001,3,29
2001-03-30,0.7232118042561019,2001,3,30
2001-03-31,0.848194444603804,2001,3,31
2001-04-01,0.6825173596411737,2001,4,1
2001-04-02,0.8717542279136011,2001,4,2
2001-04-03,0.7301283195898262,2001,4,3
2001-04-04,0.7213956825356426,2001,4,4
2001-04-05,0.7050694426741555,2001,4,5
2001-04-06,1.0918402747354572,2001,4,6
2001-04-07,0.516388887727064,2001,4,7
2001-04-08,0.495032456046328,2001,4,8
2001-04-09,0.9063058584222148,2001,4,9
2001-04-10,0.8937771424571511,2001,4,10
2001-04-11,0.5793365940769711,2001,4,11
2001-04-12,0.3834022970232141,2001,4,12
2001-04-13,0.3461967951609777,2001,4,13
2001-04-14,0.38285640938255266,2001,4,14
2001-04-15,0.5385897430018164,2001,4,15
2001-04-16,1.0151531517633006,2001,4,16
2001-04-17,0.6455128185737592,2001,4,17
2001-04-18,0.7229967938903242,2001,4,18
2001-04-19,0.9019826910544473,2001,4,19
2001-04-20,0.595695138149855,2001,4,20
2001-04-21,0.6197365641021417,2001,4,21
2001-04-22,0.6533159704154564,2001,4,22
2001-04-23,0.5870735187008684,2001,4,23
2001-04-24,0.6094794688504729,2001,4,24
2001-04-25,0.6361812480911613,2001,4,25
2001-04-26,0.77273819371644,2001,4,26
2001-04-27,0.8218166659524043,2001,4,27
2001-04-28,0.6628166669855515,2001,4,28
2001-04-29,0.9277999990185103,2001,4,29
2001-04-30,0.5416333325207233,2001,4,30
2001-05-01,0.4836499988039335,2001,5,1
2001-05-02,0.6550666648397843,2001,5,2
2001-05-03,0.8509333328902722,2001,5,3
2001-05-04,0.7657729164676534,2001,5,4
2001-05-05,0.6909666656454404,2001,5,5
2001-05-06,0.5672333328550061,2001,5,6
2001-05-07,0.6678409715317604,2001,5,7
2001-05-08,0.8687833351331452,2001,5,8
2001-05-09,0.7745999993942677,2001,5,9
2001-05-10,0.9233833305289347,2001,5,10
2001-05-11,1.342704859804362,2001,5,11
2001-05-12,1.2606666706254084,2001,5,12
2001-05-13,0.46460347183566125,2001,5,13
2001-05-14,0.654916667205592,2001,5,14
2001-05-15,0.47506666635163125,2001,5,15
2001-05-16,0.691599999256432,2001,5,16
2001-05-17,0.7105000006097059,2001,5,17
2001-05-18,0.5824666671889523,2001,5,18
2001-05-19,0.5949743062925215,2001,5,19
2001-05-20,0.5710053138195758,2001,5,20
2001-05-21,0.8102694436390366,2001,5,21
2001-05-22,0.754150000885129,2001,5,22
2001-05-23,0.8507999976972739,2001,5,23
2001-05-24,0.7897666659454505,2001,5,24
2001-05-25,0.920420829443675,2001,5,25
2001-05-26,0.7107166672373811,2001,5,26
2001-05-27,0.5707999998951951,2001,5,27
2001-05-28,1.0687604164611548,2001,5,28
2001-05-29,0.9753722220178073,2001,5,29
2001-05-30,0.9331958316390713,2001,5,30
2001-05-31,1.0058833320935567,2001,5,31
2001-06-01,0.7842833330202849,2001,6,1
2001-06-02,0.6074999989382922,2001,6,2
2001-06-03,0.6557576374316382,2001,6,3
2001-06-04,0.6870555558787762,2001,6,4
2001-06-05,0.705933333436648,2001,6,5
2001-06-06,0.5714069429164131,2001,6,6
2001-06-07,0.6479201386048873,2001,6,7
2001-06-08,0.8888666670769453,2001,6,8
2001-06-09,0.44448333260603246,2001,6,9
2001-06-10,0.4203666663790742,2001,6,10
2001-06-11,0.5897999999889483,2001,6,11
2001-06-12,0.7109666681506982,2001,6,12
2001-06-13,0.8264034709427506,2001,6,13
2001-06-14,0.7617166650729875,2001,6,14
2001-06-15,0.6231701389969223,2001,6,15
2001-06-16,0.4342166657249133,2001,6,16
2001-06-17,0.4427333341911435,2001,6,17
2001-06-18,0.5006500002120932,2001,6,18
2001-06-19,0.8044166651833803,2001,6,19
2001-06-20,1.3098326347799352,2001,6,20
2001-06-21,1.1969965318114393,2001,6,21
2001-06-22,0.9019618032325525,2001,6,22
2001-06-23,1.1047569441143423,2001,6,23
2001-06-24,0.9098792244794954,2001,6,24
2001-06-25,0.6628804337372881,2001,6,25
2001-06-26,0.5617534716300798,2001,6,26
2001-06-27,0.5296874987349535,2001,6,27
2001-06-28,0.6206026783481883,2001,6,28
2001-06-29,0.9497832244814369,2001,6,29
2001-06-30,1.0092476382519278,2001,6,30
2001-07-01,0.921770834700308,2001,7,1
2001-07-02,0.7739787141672686,2001,7,2
2001-07-03,0.657753140312813,2001,7,3
2001-07-04,0.5909000007870296,2001,7,4
2001-07-05,0.522345410364968,2001,7,5
2001-07-06,0.5036500002329962,2001,7,6
2001-07-07,0.5196499981607,2001,7,7
2001-07-08,0.5253833334396283,2001,7,8
2001-07-09,0.561883332664147,2001,7,9
2001-07-10,0.6640854160746352,2001,7,10
2001-07-11,1.0020868024809493,2001,7,11
2001-07-12,0.7200973725218015,2001,7,12
2001-07-13,0.7518457410362513,2001,7,13
2001-07-14,0.37965277734717046,2001,7,14
2001-07-15,0.34873263925611453,2001,7,15
2001-07-16,0.5195312492044953,2001,7,16
2001-07-17,0.5290451386018604,2001,7,17
2001-07-18,0.47180555491488324,2001,7,18
2001-07-19,0.47421648437711234,2001,7,19
2001-07-20,0.6450798740412313,2001,7,20
2001-07-21,0.8683091786865522,2001,7,21
2001-07-22,0.8395138883109515,2001,7,22
2001-07-23,0.8439930542760218,2001,7,23
2001-07-24,0.6837847197958683,2001,7,24
2001-07-25,0.6715141889911397,2001,7,25
2001-07-26,0.6426215288617337,2001,7,26
2001-07-27,0.6681250001290917,2001,7,27
2001-07-28,0.5076388879032392,2001,7,28
2001-07-29,0.3037152774082238,2001,7,29
2001-07-30,0.6958982487071917,2001,7,30
2001-07-31,0.6130736696990522,2001,7,31
2001-08-01,0.5741840278399953,2001,8,1
2001-08-02,0.4213020825118292,2001,8,2
2001-08-03,0.49888511370107697,2001,8,3
2001-08-04,0.41900135822771883,2001,8,4
2001-08-05,0.34798611120721845,2001,8,5
2001-08-06,0.6799652762193648,2001,8,6
2001-08-07,0.6169270824369354,2001,8,7
2001-08-08,0.5392187487353416,2001,8,8
2001-08-09,0.5203645821279174,2001,8,9
2001-08-10,0.47053819486043524,2001,8,10
2001-08-11,0.40612847288785914,2001,8,11
2001-08-12,0.4189787132364353,2001,8,12
2001-08-13,0.4815579704110227,2001,8,13
2001-08-14,0.397922704792649,2001,8,14
2001-08-15,0.44793478334390063,2001,8,15
2001-08-16,0.43895153970789985,2001,8,16
2001-08-17,0.4697048610994696,2001,8,17
2001-08-18,0.3197222221157669,2001,8,18
2001-08-19,0.3756597219584768,2001,8,19
2001-08-20,0.7083627693222921,2001,8,20
2001-08-21,0.9444791693143392,2001,8,21
2001-08-22,0.7466145828657318,2001,8,22
2001-08-23,1.0372358048824,2001,8,23
2001-08-24,1.190651417762752,2001,8,24
2001-08-25,0.6845138885869851,2001,8,25
2001-08-26,0.4158310672996008,2001,8,26
2001-08-27,0.587986865816784,2001,8,27
2001-08-28,0.48473580935430055,2001,8,28
2001-08-29,0.4519283866186828,2001,8,29
2001-08-30,0.5011518709519023,2001,8,30
2001-08-31,0.4961948973218942,2001,8,31
2001-09-01,0.3648090267185277,2001,9,1
2001-09-02,0.5630306476628147,2001,9,2
2001-09-03,0.7053472206580277,2001,9,3
2001-09-04,0.6766826545117263,2001,9,4
2001-09-05,0.5557269018049495,2001,9,5
2001-09-06,0.6168065856890462,2001,9,6
2001-09-07,0.5843402768950909,2001,9,7
2001-09-08,0.6748263888326215,2001,9,8
2001-09-09,0.6972743057283677,2001,9,9
2001-09-10,0.6458680537115369,2001,9,10
2001-09-11,0.7828298608267991,2001,9,11
2001-09-12,0.8165187196038969,2001,9,12
2001-09-13,0.9715104162718894,2001,9,13
2001-09-14,0.8524131924172657,2001,9,14
2001-09-15,0.7216493033208988,2001,9,15
2001-09-16,0.6779513886495908,2001,9,16
2001-09-17,0.6177951380506986,2001,9,17
2001-09-18,0.6555555553576494,2001,9,18
2001-09-19,0.9137326372761486,2001,9,19
2001-09-20,1.0347403382649365,2001,9,20
2001-09-21,0.6923452586164487,2001,9,21
2001-09-22,0.464466333719688,2001,9,22
2001-09-23,0.40343221632712,2001,9,23
2001-09-24,0.6094021736247721,2001,9,24
2001-09-25,0.8220486106583849,2001,9,25
2001-09-26,1.0986835723635988,2001,9,26
2001-09-27,1.0975030205203535,2001,9,27
2001-09-28,0.8921482472822232,2001,9,28
2001-09-29,1.0625973714803512,2001,9,29
2001-09-30,1.0175520824074435,2001,9,30
2001-10-01,1.1978879837850154,2001,10,1
2001-10-02,1.396285417291284,2001,10,2
2001-10-03,0.7191738528722408,2001,10,3
2001-10-04,0.8535666658480962,2001,10,4
2001-10-05,0.9083999998246629,2001,10,5
2001-10-06,0.6596833325487872,2001,10,6
2001-10-07,0.5004083332431036,2001,10,7
2001-10-08,0.6426659717197375,2001,10,8
2001-10-09,0.7375715271316262,2001,10,9
2001-10-10,0.5647333335131407,2001,10,10
2001-10-11,0.5623666655334333,2001,10,11
2001-10-12,0.42351666617517675,2001,10,12
2001-10-13,0.6438166660039375,2001,10,13
2001-10-14,1.0919333302229643,2001,10,14
2001-10-15,1.1277000005853672,2001,10,15
2001-10-16,1.06181666429465,2001,10,16
2001-10-17,0.6745333328067015,2001,10,17
2001-10-18,0.7720000006475797,2001,10,18
2001-10-19,0.7512499990376332,2001,10,19
2001-10-20,0.6757833322696388,2001,10,20
2001-10-21,0.6273208320065815,2001,10,21
2001-10-22,0.9729312504621016,2001,10,22
2001-10-23,0.7157861122385495,2001,10,23
2001-10-24,1.2179249975851012,2001,10,24
2001-10-25,1.176173763041461,2001,10,25
2001-10-26,1.3426640678372161,2001,10,26
2001-10-27,1.5794819458636145,2001,10,27
2001-10-28,0.8163500007614494,2001,10,28
2001-10-29,1.1533306459631267,2001,10,29
2001-10-30,2.0139932664337112,2001,10,30
2001-10-31,1.8875479201434386,2001,10,31
2001-11-01,0.5748499984977146,2001,11,1
2001-11-02,0.7797666680067777,2001,11,2
2001-11-03,0.7723638883346898,2001,11,3
2001-11-04,0.7659937488287687,2001,11,4
2001-11-05,0.7857952576823721,2001,11,5
2001-11-06,0.8708951389458445,2001,11,6
2001-11-07,1.2919847219085527,2001,11,7
2001-11-08,1.4248166663696369,2001,11,8
2001-11-09,0.44698333385400474,2001,11,9
2001-11-10,0.461499999695354,2001,11,10
2001-11-11,1.0562166657050451,2001,11,11
2001-11-12,1.5640611124204264,2001,11,12
2001-11-13,1.1388166658456127,2001,11,13
2001-11-14,0.5047833325838049,2001,11,14
2001-11-15,0.8076833331212402,2001,11,15
2001-11-16,0.640050000268966,2001,11,16
2001-11-17,0.8491333337749044,2001,11,17
2001-11-18,1.1415333336095015,2001,11,18
2001-11-19,1.874572222665366,2001,11,19
2001-11-20,1.3165187480559366,2001,11,20
2001-11-21,0.6897993040747114,2001,11,21
2001-11-22,0.7902138886393772,2001,11,22
2001-11-23,0.9663500020746142,2001,11,23
2001-11-24,1.6437499973488352,2001,11,24
2001-11-25,1.4646999996652206,2001,11,25
2001-11-26,1.5747180534464615,2001,11,26
2001-11-27,1.139119443365683,2001,11,27
2001-11-28,1.7388743055570457,2001,11,28
2001-11-29,2.5440833376844725,2001,11,29
2001-11-30,2.405711806534479,2001,11,30
2001-12-01,1.8635333283245563,2001,12,1
2001-12-02,1.6499833308160305,2001,12,2
2001-12-03,2.221963890829615,2001,12,3
2001-12-04,2.4740798575286234,2001,12,4
2001-12-05,3.4695493088766103,2001,12,5
2001-12-06,2.418840973785975,2001,12,6
2001-12-07,2.2000000060070306,2001,12,7
2001-12-08,1.2763088780493534,2001,12,8
2001-12-09,0.8642708327841118,2001,12,9
2001-12-10,0.7482652753938197,2001,12,10
2001-12-11,0.696927080878393,2001,12,11
2001-12-12,1.4643763869796464,2001,12,12
2001-12-13,2.018249999396503,2001,12,13
2001-12-14,2.067699999858936,2001,12,14
2001-12-15,0.8184833336776743,2001,12,15
2001-12-16,1.8805666655053697,2001,12,16
2001-12-17,1.4178318555604055,2001,12,17
2001-12-18,0.8227333314996214,2001,12,18
2001-12-19,0.928250000566865,2001,12,19
2001-12-20,1.4402499973991265,2001,12,20
2001-12-21,1.4705701357683736,2001,12,21
2001-12-22,1.5489500013242166,2001,12,22
2001-12-23,0.6567166647935907,2001,12,23
2001-12-24,0.7092333328196158,2001,12,24
2001-12-25,0.9458499986740451,2001,12,25
2001-12-26,1.8479499974598488,2001,12,26
2001-12-27,2.7918000046908857,2001,12,27
2001-12-28,2.1253666649758816,2001,12,28
2001-12-29,1.641083335628112,2001,12,29
2001-12-30,1.6202333331232268,2001,12,30
2001-12-31,1.5345166665812335,2001,12,31
2002-01-01,0.8609909723254128,2002,1,1
2002-01-02,0.6076166654067735,2002,1,2
2002-01-03,0.7741763870128326,2002,1,3
2002-01-04,0.9289166652287046,2002,1,4
2002-01-05,0.5667333317982653,2002,1,5
2002-01-06,0.5379333323674897,2002,1,6
2002-01-07,0.8465166650898754,2002,1,7
2002-01-08,0.8662166656398526,2002,1,8
2002-01-09,0.8282625003293571,2002,1,9
2002-01-10,0.983290970939108,2002,1,10
2002-01-11,1.6426333341685435,2002,1,11
2002-01-12,1.4729833338906368,2002,1,12
2002-01-13,1.1566666655739148,2002,1,13
2002-01-14,1.4707520820366013,2002,1,14
2002-01-15,1.4548999989032747,2002,1,15
2002-01-16,2.010700003517171,2002,1,16
2002-01-17,1.6080833316097658,2002,1,17
2002-01-18,1.4501333337898057,2002,1,18
2002-01-19,1.528499999716878,2002,1,19
2002-01-20,1.3389499964906524,2002,1,20
2002-01-21,1.3610666643641889,2002,1,21
2002-01-22,0.70094999903813,2002,1,22
2002-01-23,0.7205499984013537,2002,1,23
2002-01-24,0.6626499990870555,2002,1,24
2002-01-25,1.3187388856791789,2002,1,25
2002-01-26,1.166816664636135,2002,1,26
2002-01-27,0.945249998209377,2002,1,27
2002-01-28,2.045231941545175,2002,1,28
2002-01-29,2.093116669356823,2002,1,29
2002-01-30,1.3759666674397886,2002,1,30
2002-01-31,0.6784333329554647,2002,1,31
2002-02-01,1.5529333299025894,2002,2,1
2002-02-02,1.5489333325624466,2002,2,2
2002-02-03,1.0112999983069797,2002,2,3
2002-02-04,0.8003499989025294,2002,2,4
2002-02-05,0.5798166650223235,2002,2,5
2002-02-06,0.5252810077371013,2002,2,6
2002-02-07,0.8756562506293671,2002,2,7
2002-02-08,1.6284500012981395,2002,2,8
2002-02-09,1.3302166642124453,2002,2,9
2002-02-10,1.0407666645695766,2002,2,10
2002-02-11,1.4261166663467886,2002,2,11
2002-02-12,1.5376695642393567,2002,2,12
2002-02-13,1.4087555540663501,2002,2,13
2002-02-14,0.5666166655088051,2002,2,14
2002-02-15,0.6526166649535298,2002,2,15
2002-02-16,0.5650666657400628,2002,2,16
2002-02-17,0.6510666659443328,2002,2,17
2002-02-18,0.7328999998761963,2002,2,18
2002-02-19,0.6380951385034456,2002,2,19
2002-02-20,0.9093999989889562,2002,2,20
2002-02-21,0.9124166648834944,2002,2,21
2002-02-22,1.0880666669954857,2002,2,22
2002-02-23,1.3116333342219393,2002,2,23
2002-02-24,0.9306000001138698,2002,2,24
2002-02-25,0.9832166664550702,2002,2,25
2002-02-26,0.8121562506242966,2002,2,26
2002-02-27,0.6241833336061487,2002,2,27
2002-02-28,0.5561374999965645,2002,2,28
2002-03-01,0.6943833319377154,2002,3,1
2002-03-02,0.6966499986623725,2002,3,2
2002-03-03,0.5259333323345831,2002,3,3
2002-03-04,0.6549506934069925,2002,3,4
2002-03-05,0.7439097217868808,2002,3,5
2002-03-06,0.6269499991896251,2002,3,6
2002-03-07,0.7512833338137717,2002,3,7
2002-03-08,1.145800002043446,2002,3,8
2002-03-09,1.1753833337128163,2002,3,9
2002-03-10,0.6357861096939693,2002,3,10
2002-03-11,0.8950819446384494,2002,3,11
2002-03-12,0.8111861115456042,2002,3,12
2002-03-13,0.6293472218961041,2002,3,13
2002-03-14,0.6792666655561576,2002,3,14
2002-03-15,0.7691756932654729,2002,3,15
2002-03-16,0.7442499986539284,2002,3,16
2002-03-17,0.7327666670332352,2002,3,17
2002-03-18,0.6350666659449538,2002,3,18
2002-03-19,0.5692666647365937,2002,3,19
2002-03-20,1.48613333294789,2002,3,20
2002-03-21,1.6090333318834504,2002,3,21
2002-03-22,1.5543666692078115,2002,3,22
2002-03-23,1.0161333329727251,2002,3,23
2002-03-24,0.645216666109239,2002,3,24
2002-03-25,0.6469666653995713,2002,3,25
2002-03-26,0.5982166672777385,2002,3,26
2002-03-27,0.5017833327874541,2002,3,27
2002-03-28,0.31843333296788234,2002,3,28
2002-03-29,0.357049998731042,2002,3,29
2002-03-30,0.5015666665167858,2002,3,30
2002-03-31,0.6832173918738315,2002,3,31
2002-04-01,0.6365062494896766,2002,4,1
2002-04-02,0.5736166666572292,2002,4,2
2002-04-03,0.4523986116672556,2002,4,3
2002-04-04,0.5732090270122151,2002,4,4
2002-04-05,0.7847020839475509,2002,4,5
2002-04-06,0.5528499992688497,2002,4,6
2002-04-07,0.4704333332677682,2002,4,7
2002-04-08,0.7343166653687755,2002,4,8
2002-04-09,1.041633329751591,2002,4,9
2002-04-10,0.926766663895299,2002,4,10
2002-04-11,0.5859499988580743,2002,4,11
2002-04-12,0.7317999987614652,2002,4,12
2002-04-13,0.7075166657070319,2002,4,13
2002-04-14,0.4622666658088565,2002,4,14
2002-04-15,0.5921333327765266,2002,4,15
2002-04-16,0.7441999991020808,2002,4,16
2002-04-17,0.9132236103641076,2002,4,17
2002-04-18,0.7683527769055217,2002,4,18
2002-04-19,0.713433332418402,2002,4,19
2002-04-20,0.7068000002577901,2002,4,20
2002-04-21,0.5984666648879647,2002,4,21
2002-04-22,0.5627999993010114,2002,4,22
2002-04-23,0.6880999998686215,2002,4,23
2002-04-24,0.6338493058747715,2002,4,24
2002-04-25,0.9492999992426485,2002,4,25
2002-04-26,0.9742124978049348,2002,4,26
2002-04-27,0.7127381938964956,2002,4,27
2002-04-28,0.6028166655326883,2002,4,28
2002-04-29,0.5527999991892526,2002,4,29
2002-04-30,0.6334999985434114,2002,4,30
2002-05-01,0.3086513893896093,2002,5,1
2002-05-02,0.2956249996010835,2002,5,2
2002-05-03,0.3602006942066105,2002,5,3
2002-05-04,0.39393333263695235,2002,5,4
2002-05-05,0.46944652833354966,2002,5,5
2002-05-06,0.5369962250631345,2002,5,6
2002-05-07,0.48074999951136604,2002,5,7
2002-05-08,0.7546166668087245,2002,5,8
2002-05-09,0.7362333324893067,2002,5,9
2002-05-10,0.7443999982935687,2002,5,10
2002-05-11,0.7016333311640968,2002,5,11
2002-05-12,1.0369666653871537,2002,5,12
2002-05-13,0.7052000011255344,2002,5,13
2002-05-14,0.5864333317801357,2002,5,14
2002-05-15,0.7149333328567445,2002,5,15
2002-05-16,0.5726499997607122,2002,5,16
2002-05-17,0.4719333327872058,2002,5,17
2002-05-18,0.43434999948367475,2002,5,18
2002-05-19,0.5032833321920286,2002,5,19
2002-05-20,0.7452326367787706,2002,5,20
2002-05-21,0.48488300019728386,2002,5,21
2002-05-22,0.4054513878460663,2002,5,22
2002-05-23,0.48687545203307986,2002,5,23
2002-05-24,0.5583166652669509,2002,5,24
2002-05-25,0.4296333323977888,2002,5,25
2002-05-26,0.37054999922402204,2002,5,26
2002-05-27,0.4547645823895517,2002,5,27
2002-05-28,0.5419213169715075,2002,5,28
2002-05-29,0.6621013884909916,2002,5,29
2002-05-30,0.5879006925452914,2002,5,30
2002-05-31,0.5076333331316709,2002,5,31
2002-06-01,0.5214666655318191,2002,6,1
2002-06-02,0.5340833312645554,2002,6,2
2002-06-03,0.5620833322219551,2002,6,3
2002-06-04,0.45188333238475026,2002,6,4
2002-06-05,0.44464999946765604,2002,6,5
2002-06-06,0.5307666667923331,2002,6,6
2002-06-07,0.56041666638727,2002,6,7
2002-06-08,0.4176666665325562,2002,6,8
2002-06-09,0.3956500003300607,2002,6,9
2002-06-10,0.4984166662270824,2002,6,10
2002-06-11,0.6535999986436218,2002,6,11
2002-06-12,0.7088000011537224,2002,6,12
2002-06-13,0.5253333335183561,2002,6,13
2002-06-14,0.6543562495853338,2002,6,14
2002-06-15,0.5329423606851035,2002,6,15
2002-06-16,0.4021833329399427,2002,6,16
2002-06-17,0.5950757902461363,2002,6,17
2002-06-18,0.5487333331101885,2002,6,18
2002-06-19,0.6659291669726372,2002,6,19
2002-06-20,0.6028409706052237,2002,6,20
2002-06-21,0.7223749985359609,2002,6,21
2002-06-22,0.9540166648849846,2002,6,22
2002-06-23,0.6975833319903662,2002,6,23
2002-06-24,0.4100333326154699,2002,6,24
2002-06-25,0.3957368051617716,2002,6,25
2002-06-26,0.47677291670322625,2002,6,26
2002-06-27,0.5081833326749297,2002,6,27
2002-06-28,0.5682166661477337,2002,6,28
2002-06-29,0.4738333323349555,2002,6,29
2002-06-30,0.3359333333559334,2002,6,30
2002-07-01,0.5053666674128423,2002,7,1
2002-07-02,0.6190499999125799,2002,7,2
2002-07-03,0.5761891597904859,2002,7,3
2002-07-04,0.5336166665020089,2002,7,4
2002-07-05,0.576849998474742,2002,7,5
2002-07-06,0.41270000029665727,2002,7,6
2002-07-07,0.49056666684647404,2002,7,7
2002-07-08,0.5425472216436174,2002,7,8
2002-07-09,0.4238020832385195,2002,7,9
2002-07-10,0.4074479165655147,2002,7,10
2002-07-11,0.6155381950278146,2002,7,11
2002-07-12,0.525786805380291,2002,7,12
2002-07-13,0.36415208362275736,2002,7,13
2002-07-14,0.2943499995643894,2002,7,14
2002-07-15,0.3662166664656252,2002,7,15
2002-07-16,0.3574666668195277,2002,7,16
2002-07-17,0.45428333366910617,2002,7,17
2002-07-18,0.6577666673591981,2002,7,18
2002-07-19,1.050999996184061,2002,7,19
2002-07-20,0.7568784703685539,2002,7,20
2002-07-21,0.4535937499895226,2002,7,21
2002-07-22,0.5858333337237127,2002,7,22
2002-07-23,0.4797750003606133,2002,7,23
2002-07-24,0.5422000001557171,2002,7,24
2002-07-25,0.46216874989668005,2002,7,25
2002-07-26,0.5681833328244587,2002,7,26
2002-07-27,0.7740499988912294,2002,7,27
2002-07-28,0.7884500019842138,2002,7,28
2002-07-29,0.5117333322577179,2002,7,29
2002-07-30,0.4799576385947875,2002,7,30
2002-07-31,0.39251739145688497,2002,7,31
2002-08-01,0.4548666658625007,2002,8,1
2002-08-02,0.473599999214833,2002,8,2
2002-08-03,0.5387201379943225,2002,8,3
2002-08-04,0.44838958215162467,2002,8,4
2002-08-05,0.561493054862755,2002,8,5
2002-08-06,0.4577166661713272,2002,8,6
2002-08-07,0.392183332570518,2002,8,7
2002-08-08,0.3749999997889002,2002,8,8
2002-08-09,0.39276666678177813,2002,8,9
2002-08-10,0.2726666661196699,2002,8,10
2002-08-11,0.30491666635187964,2002,8,11
2002-08-12,0.5749333337290833,2002,8,12
2002-08-13,0.6237638895927619,2002,8,13
2002-08-14,0.709034720338467,2002,8,14
2002-08-15,0.3793777778821014,2002,8,15
2002-08-16,0.38587409226282315,2002,8,16
2002-08-17,0.4641666649685552,2002,8,17
2002-08-18,0.5169166654782991,2002,8,18
2002-08-19,0.40412499990831646,2002,8,19
2002-08-20,0.5206833330293497,2002,8,20
2002-08-21,0.5389333323234071,2002,8,21
2002-08-22,0.396578471807556,2002,8,22
2002-08-23,0.41424999992984035,2002,8,23
2002-08-24,0.29373333261348306,2002,8,24
2002-08-25,0.30030000020128983,2002,8,25
2002-08-26,0.4256833340413868,2002,8,26
2002-08-27,0.46418333244820437,2002,8,27
2002-08-28,0.4588236110900632,2002,8,28
2002-08-29,0.5189499986668428,2002,8,29
2002-08-30,0.572799999602139,2002,8,30
2002-08-31,0.7180333320796489,2002,8,31
2002-09-01,0.46363333295720316,2002,9,1
2002-09-02,0.5411444449166043,2002,9,2
2002-09-03,0.5333444427629002,2002,9,3
